Category,Year,Statement,TaxonomyA_Categories,TaxonomyA_Explanations,TaxonomyB_Categories,TaxonomyB_Explanations
Brookfield_Asset_Management,2023,"Over the last five years, we have more than doubled our employee population, which means we have many people in new roles.",,,3,"This statement refers to past commitment to increase the employee population, and acknowledges progress in achieving this goal."
Brookfield_Asset_Management,2023,We believe that strong sustainability management is inextricably linked to the success of a business. We actively look to advance sustainability initiatives and improve sustainability performance in driving long-term value creation throughout the life cycle of our investments.,2,"This statement shows a high-level commitment to sustainability and improving sustainability performance, but does not provide specific numeric targets or detailed plans.",,
Brookfield_Asset_Management,2023,"In 2022, Connor was appointed President of the separately listed Brookfield Asset Management, where he is responsible for strategy and delivery across Brookfield’s investment activities.",,,3,This statement acknowledges progress in the form of a past appointment and the responsibilities that came with it.
Brookfield_Asset_Management,2023,"In 2021, Anuj moved to London responsible for growing Brookfield’s private equity group east of the Atlantic, before being named President of the global private equity group in 2022.",,,3,This statement acknowledges progress in the form of past appointments and the responsibilities that came with them.
Brookfield_Asset_Management,2023,"In May 2024, Hadley was appointed Chief Financial Officer of Brookfield Asset Management.",,,3,This statement acknowledges progress in the form of a past appointment.
Brookfield_Asset_Management,2023,"In early 2024, Anuj was appointed as CEO of the private equity business responsible for the investments, operations and expansion of the group globally, in addition to managing Brookfield’s external strategic partnerships.",,,3,This statement acknowledges progress in the form of a past appointment and the responsibilities that came with it.
Brookfield_Asset_Management,2023,Brookfield’s approach to executive compensation is designed to reinforce long-term stewardship of the business in line with our goal of creating exceptional value for our shareholders and investors.,2,"This statement shows a high-level commitment to long-term stewardship and value creation, but does not provide specific numeric targets or detailed plans.",,
Brookfield_Asset_Management,2023,"Over the past five years, our primary focus has been on gender diversity. Our efforts led to a significant increase in female representation at the senior levels. We have more than doubled our employee population and significantly increased our female representation at the most senior level of the organization during this period—Managing Partner/ Managing Director female representation increased from 12% to 22%. In addition, Senior Vice President representation increased from 26% to 35% during this time. The discipline embedded into our recruit- ing and performance management processes has been instrumental in this progress.",2,"The company has made a high-level commitment to gender diversity, but no specific numeric targets are mentioned.",3,The company acknowledges progress in increasing female representation at senior levels.
Brookfield_Asset_Management,2023,"Our portfolio companies support the career development, advancement and inclusion of women in traditionally male-dominated roles within trade industries. Several of our portfolio companies have developed programs that help to support women in pursuing a trade career.",2,"The company has made a high-level commitment to supporting women in traditionally male-dominated roles, but no specific numeric targets are mentioned.",2,"The company mentions past commitments to support women in traditionally male-dominated roles, but the status of these commitments is unknown."
Brookfield_Asset_Management,2023,"To achieve our goal of zero serious safety incidents, Brookfield has adopted a common set of health and safety principles, which guide the health and safety practices of our portfolio companies.",3,The company has a specific numeric target of zero serious safety incidents.,1,No past commitment is mentioned in this statement.
Brookfield_Asset_Management,2023,We continue to raise awareness and commit to providing human rights training to new employees who participate in our investment advisory business and those in high-risk roles.,2,This statement refers to a generic/high-level commitment to raise awareness and provide training on human rights to new employees.,,
Brookfield_Asset_Management,2023,"In relation to human rights, as part of our due diligence process and ongoing management, we give consideration to the Organization for Economic Co-operation and Development (OECD) Guidelines for Multinational Enterprises and the United Nations Guiding Principles on Business and Human Rights.",6,"This statement refers to a commitment to consider international frameworks (OECD Guidelines and UN Guiding Principles) in their due diligence process and ongoing management, which is a science-based or external framework commitment.",,
Brookfield_Asset_Management,2023,"We are committed to conducting our business in an ethical and responsible manner, including by carrying out our activities in a manner that respects fundamental human rights and aimed at: a. the elimination of discrimination in employment; b. the prohibition of child and forced labor; and c. the eradication of harassment and physical or mental abuse in the workplace.",3,"This statement refers to specific numeric targets related to human rights, including the elimination of discrimination, prohibition of child and forced labor, and eradication of harassment and abuse in the workplace.",,
Brookfield_Asset_Management,2023,"We strive to embed this into our core business activities, including training, communications, contracts and due diligence processes set out in our Human Rights and Anti-Modern Slavery Policy (Human Rights Policy)",5,"This statement refers to a detailed plan or roadmap for embedding human rights considerations into their core business activities, including training, communications, contracts, and due diligence processes.",,
Brookfield_Asset_Management,2023,The human rights and modern slavery specific annex to our Sustainability Due Diligence Protocol is intended to support our investment teams in identifying the nature and extent of exposure to human rights violations.,5,This statement refers to a detailed plan or roadmap for supporting investment teams in identifying exposure to human rights violations.,,
Brookfield_Asset_Management,2023,"Investment teams are required to maintain records of assessed risks and, where appropriate, we perform deeper due diligence, working with internal experts and third-party consultants as needed.",5,This statement refers to a detailed plan or roadmap for maintaining records of assessed risks and performing deeper due diligence when necessary.,,
Brookfield_Asset_Management,2023,We continue to raise awareness and commit to providing human rights training to new employees who participate in our investment advisory business and those in high-risk,2,This statement shows a generic/high-level commitment to providing human rights training to new employees.,,
Brookfield_Asset_Management,2023,"Going forward, Brookfield Renewable Power & Transition will continue building on its human rights programs and work directly with its supply chain and industry associations to enhance traceability across its supply chain.",2,This statement shows a generic/high-level commitment to building on human rights programs and enhancing traceability across the supply chain.,,
Brookfield_Asset_Management,2023,"In 2023, 100% of our fully-onboarded controlled portfolio companies had an Anti-Bribery and Corruption Policy and a Code of Conduct.",,,3,This statement acknowledges progress/achievement of past commitment of having an Anti-Bribery and Corruption Policy and a Code of Conduct in all fully-onboarded controlled portfolio companies.
Brookfield_Asset_Management,2023,"In 2023, our portfolio companies completed ~215,000 hours of ABC training.",,,3,This statement acknowledges progress/achievement of past commitment of providing ABC training to portfolio companies.
Brookfield_Asset_Management,2023,"We have a zero-tolerance approach to bribery, including facilitation payments. We mandate that all Brookfield employees complete annual anti-bribery and corruption (ABC) training and certify their compliance with our ABC Policy.",2,This statement shows a generic/high-level commitment to a zero-tolerance approach to bribery and to providing annual ABC training to all employees.,,
Brookfield_Asset_Management,2023,"In 2023, we undertook initiatives to further enhance our data protection and threat-intelligence capabilities, and to improve our processes for third-party risk management.",3,This statement refers to a specific numeric target set in the future (2023).,,
Brookfield_Asset_Management,2023,We review and update our cybersecurity program annually and conduct regular external-party assessments of our program maturity based on the NIST Cybersecurity Framework.,5,This statement refers to a detailed plan or roadmap for updating and assessing the cybersecurity program.,,
Brookfield_Asset_Management,2023,"Brookfield is committed to preventing its business from being used for money laundering, terrorist financing and related financial crimes activities, and to complying fully with applicable anti-money laundering laws, regulations and related requirements.",2,This statement refers to a generic/high-level commitment to prevent financial crimes.,,
Brookfield_Asset_Management,2023,Brookfield maintains Guidelines for the Preparation & Use of Advertisements and the Engagement of Promoters in connection with Marketing Activities.,2,This statement refers to a generic/high-level commitment to maintain guidelines for marketing activities.,,
Brookfield_Asset_Management,2023,"Throughout our operations and asset management activities, we seek to support and treat with respect the communities in which we operate.",2,This statement refers to a generic/high-level commitment to support and respect communities.,,
Brookfield_Asset_Management,2023,"We conducted a materiality assessment leveraging feedback from our business groups, leaders across the organization, investors and other external experts.",,,3,This statement acknowledges progress on a past commitment to conduct a materiality assessment.
Brookfield_Asset_Management,2023,"In working toward our net-zero ambition, we are increasingly focused on the measurement of climate-related indicators and evaluation of our progress against past performance.","4, 5","The company mentions a net-zero ambition, which is a forward-looking commitment. | The company is measuring climate-related indicators and evaluating progress, which suggests a detailed plan or roadmap.",3,"The company is evaluating progress against past performance, which suggests they are acknowledging progress or achieved targets."
Brookfield_Asset_Management,2023,We continue to review our annual reporting and aim to enhance our disclosures in line with evolving best practices to offer greater transparency into our programs and performance.,2,The company is making a high-level commitment to enhance their disclosures and offer greater transparency.,5,"The company is reviewing their annual reporting, which suggests they are updating or extending their commitments."
Brookfield_Asset_Management,2023,Brookfield Corporate Emissions Scope 1 Direct2 mtCOe  363 454 365 377 358,,,3,"The company is reporting on past emissions, which suggests they are acknowledging progress or achieved targets."
Brookfield_Asset_Management,2023,"GHG Emissions of Controlled Portfolio Companies 2023 2022 20205 Scope 1 & 26 mtCOe  9,382,697 9,586,335 N/A 9,782,536 N/A",,,3,"The company is reporting on past emissions of controlled portfolio companies, which suggests they are acknowledging progress or achieved targets."
Brookfield_Asset_Management,2023,"EMISSIONS OF NON-CONTROLLED PORTFOLIO COMPANIES1 GREENHOUSE GAS EMISSIONS UNIT 2023 Scope 3 Category 15: Financed Emissions mtCO e 12,925,432",,,3,"The company is reporting on past emissions of non-controlled portfolio companies, which suggests they are acknowledging progress or achieved targets."
Brookfield_Asset_Management,2023,2023 reporting year as the initial year of reporting for its non-controlled investments' financed emissions.,3,This statement refers to a specific future commitment to start reporting non-controlled investments' financed emissions from 2023.,,
Brookfield_Asset_Management,2023,"For our corporate operation emissions, historically fugitive emissions from leased facilities were reported in scope 2. In 2023, using guidance from the GHG Protocol, we started reporting fugitive emissions from all facilities (owned & leased) under scope 1. To ensure consistent year-over-year comparison, we restated scope 1 and scope 2 for the periods 2019 to 2022 to align with 2023 fugitive emissions reporting.",5,This statement refers to a detailed plan or roadmap for how Brookfield will report fugitive emissions under scope 1 starting from 2023.,"3, 5",This statement acknowledges progress in the company's past commitment to report fugitive emissions from leased facilities under scope 2. | This statement refers to an updated commitment to report fugitive emissions from all facilities (owned & leased) under scope 1 starting from 2023.
Brookfield_Asset_Management,2023,Brookfield has not obtained external assurance for this year's report.,,,4,This statement acknowledges a shortfall or missed target in the company's past commitment to obtain external assurance for its sustainability report.
Brookfield_Asset_Management,2023,"We recognize that strong governance is essential to sustainable business operations, and we aim to conduct our business according to the highest ethical and legal standards. Brookfield has an established framework comprising corporate policies covering all areas of the business.",2,"This statement refers to a high-level commitment to sustainable business operations and ethical standards, but does not provide specific numeric targets or detailed plans.",,
Brookfield_Asset_Management,2023,"These policy commitments were approved by Brookfield's highest governing body, apply to Brookfield's activities, and are communicated publicly through the responsibility section of our website.",2,"This statement refers to a high-level commitment to sustainable business operations and ethical standards, but does not provide specific numeric targets or detailed plans.",2,"This statement refers to past commitments, but the status of these commitments is not specified."
Brookfield_Asset_Management,2023,"For a description of financial implications and other risks and opportunities due to climate change, please refer to the Climate-related Disclosures report section, pages 22-87.",5,This statement refers to a detailed plan or roadmap for addressing the financial implications and risks of climate change.,,
Brookfield_Asset_Management,2023,"Brookfield operates in sectors such as renewable energy, where various tax credits and incentives are offered by governments in the ordinary course of business and in accordance with local tax legislation.",2,"This statement refers to a high-level commitment to operating in sectors such as renewable energy, but does not provide specific numeric targets or detailed plans.",,
Brookfield_Asset_Management,2023,"We have identified reduction in energy consumption at our office properties as a priority and are continuing to assess and develop capabilities to quantify, measure and disclose emissions reduction efforts.",2,This statement shows a generic/high-level commitment to reducing energy consumption and emissions in the future.,,
Brookfield_Asset_Management,2023,"We have identified reduction in energy consumption at our portfolio companies as a priority and are continuing to assess and develop capabilities to quantify, measure and disclose emissions reduction efforts.",2,This statement shows a generic/high-level commitment to reducing energy consumption and emissions in the future.,,
Brookfield_Asset_Management,2023,We will continue to collect water-related KPIs to help us assess the progress we have made to reduce any water-related impacts over time and will incorporate any relevant lessons learned into our procedures.,2,This statement shows a generic/high-level commitment to reducing water-related impacts in the future.,,
Brookfield_Asset_Management,2023,We believe understanding our biodiversity impacts is key to operating successful businesses. We understand the importance of measuring our impacts and are beginning to collect a number of biodiversity-related KPIs from our portfolio companies.,2,This statement shows a generic/high-level commitment to understanding and reducing biodiversity impacts in the future.,,
Brookfield_Asset_Management,2023,"We are in early stages of collecting this information from our portfolio companies and do not yet have sufficient data to provide meaningful reporting and, where relevant, will aim to make improvements to our data collection process over time.",2,"This statement indicates a high-level commitment to improve data collection processes over time, which can be seen as a forward-looking commitment.",,
Brookfield_Asset_Management,2023,Our Direct (Scope 1) GHG emissions are calculated following our internal methodology based on the GHG Protocol Corporate Accounting and Reporting Standard.,,,3,This statement acknowledges progress in calculating GHG emissions based on an established methodology.
Brookfield_Asset_Management,2023,Our indirect (Scope 2) GHG emissions are calculated following our internal methodology based on the (1) GHG Protocol Corporate Accounting and Reporting Standard and (2) GHG Protocol - Scope 2 Guidance.,,,3,This statement acknowledges progress in calculating GHG emissions based on an established methodology.
Brookfield_Asset_Management,2023,"Our indirect (Scope 3) GHG emissions are calculated following our internal methodology based on the (1) GHG Protocol Corporate Accounting and Reporting Standard, (2) GHG Protocol - The Corporate Value Chain (Scope 3) Accounting and Reporting Standard and (3) GHG Protocol - Technical Guidance for Calculating Scope 3 Emissions.",,,3,This statement acknowledges progress in calculating GHG emissions based on an established methodology.
Brookfield_Asset_Management,2023,We will continue to collect waste-related KPIs to help us assess the progress we have made to reduce any waste-related impacts over time and will incorporate any relevant lessons learned into our procedures.,2,"This statement indicates a high-level commitment to continue collecting waste-related KPIs and to reduce waste-related impacts over time, which can be seen as a forward-looking commitment.",,
Brookfield_Asset_Management,2023,"While Brookfield has not set any Firm-level waste-related targets, we will continue to report on our efforts.",2,"This statement indicates a high-level commitment to continue reporting on waste-related efforts, which can be seen as a forward-looking commitment.",,
Brookfield_Asset_Management,2023,"Define the organization’s objectives to reach net zero by 2050 or sooner, in line with science-based pathways to limit warming to 1.5 degrees C, stating clearly defined and measurable interim and long-term targets and strategic timelines, and identify the priority financing strategies of net-zero transition action to enable real economy emissions reduction.","4, 3, 5, 6","The statement mentions a net-zero target by 2050 or sooner, which falls under the 'Net-Zero or Carbon-Neutral Target' category. | The statement also mentions specific numeric targets and strategic timelines, which falls under the 'Specific Numeric Target' category. | The statement outlines a plan for achieving the net-zero target, which falls under the 'Detailed Plan or Roadmap' category. | The statement refers to science-based pathways, which falls under the 'Science-Based or External Framework Commitment' category.",,
Brookfield_Asset_Management,2023,"Establish a suite of metrics and targets to drive execution of the net-zero transition plan and monitor progress of results in the near, medium, and long term. Include metrics and targets focused on aligning financial activity in support of the real-economy net-zero transition; on executing the transition plan; and on measuring changes in client and portfolio GHG emissions.","3, 5","The statement mentions specific numeric targets, which falls under the 'Specific Numeric Target' category. | The statement outlines a plan for achieving the net-zero target, which falls under the 'Detailed Plan or Roadmap' category.",,
Brookfield_Asset_Management,2023,Total emissions currently include scope 1 and 2. We intend to include material scope 3 emissions at a future time when we are able to gather sufficiently high-quality data.,2,"The statement mentions a generic commitment to include scope 3 emissions in the future, which falls under the 'Generic/High-Level Commitment' category.",,
Brookfield_Asset_Management,2023,Our emissions calculation includes scope 2 market-based emissions and is guided by the principles of the GHG Protocol Corporate Accounting and Reporting Standard issued by the World Business Council for Sustainable Development and the World Resource Institute.,6,"The statement refers to the GHG Protocol Corporate Accounting and Reporting Standard, which falls under the 'Science-Based or External Framework Commitment' category.",,
Brookfield_Asset_Management,2023,"10 Represents initial assets included in Brookfield's NZAM interim target and the inclusion of additional assets. AUM is as of December 31, 2022.",3,This statement refers to a specific numeric target (NZAM interim target) that Brookfield has set for its assets.,,
Brookfield_Asset_Management,2023,"14 For renewable and clean energy acquisitions made prior to December 31, 2025. For renewable and clean energy acquisitions made post-2025, we will set targets aligned with science-based pathways.",6,"This statement refers to future commitments that Brookfield plans to make, which will be aligned with science-based pathways.",,
Brookfield_Asset_Management,2023,"23 Base year figures disclosed represent 2020 with the exception of Real Estate for which the base year is 2019. Base year emissions are recalculated where there are significant changes to the data, inventory boundary, methods, or any other relevant factors, which could be triggered by structural changes, changes in methodology and new or additional data.",,,2,"This statement refers to past commitments, specifically the base year figures for emissions, but it does not provide information on whether these commitments were met or not."
Brookfield_Asset_Management,2023,"24 In line with the GHG protocol, emissions for 2020 and 2022 have been restated to reflect material acquisitions and dispositions. Values are estimations and subject to change upon acquisitions, new or additional data or upon verification of the GHG inventory.",,,3,This statement acknowledges progress in terms of restating emissions for 2020 and 2022 in line with the GHG protocol.
