Category,Year,Statement,TaxonomyA_Categories,TaxonomyA_Explanations,TaxonomyB_Categories,TaxonomyB_Explanations,SourceCSV,Cluster
New_World_Development_Company_Limited,2023,The project is targeting LEED Gold and China Green Building Evaluation Label (Three Star) in recognition of its high-quality sustainable features and initiatives.,3,This statement indicates a specific numeric target.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,3
New_World_Development_Company_Limited,2023,"The restored Theatre is targeting triple Platinum certifications from BEAM Plus, LEED and WELL to solidify its sustainability credentials.",3,This statement indicates a specific numeric target.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,3
New_World_Development_Company_Limited,2023,"Both are designed to meet high sustainability standards, with the residential building targeting a Gold BEAM Plus rating and the retail and office building targeting Gold or above BEAM Plus, LEED and WELL ratings.",3,This statement indicates a specific numeric target.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,3
New_World_Development_Company_Limited,2023,"With our conservation project, the State Theatre will return once again as a culture and arts landmark with more riveting stories to tell.",2,"This statement refers to a high-level commitment to a conservation project for the State Theatre, but does not provide specific numeric targets or a detailed plan.",,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,This robotic innovation contributes to NWD’s sustainability goals and our commitment to develop smart technologies that enhance customer experience.,2,"This statement refers to a high-level commitment to sustainability and smart technology development, but does not provide specific numeric targets or a detailed plan.",,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"This initiative highlights our commitment to decarbonisation through innovation, exploring new solutions and supporting new businesses.",2,"This statement refers to a high-level commitment to decarbonisation and innovation, but does not provide specific numeric targets or a detailed plan.",,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,NWD is committed to reducing the environmental impact of our buildings and enhancing the health and wellbeing of their users.,2,"This statement refers to a high-level commitment to reducing environmental impact and enhancing health and wellbeing, but does not provide specific numeric targets or a detailed plan.",,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"NWD utilises sustainable finance to fund projects that aim to improve the environmental performance and social impact of our buildings and landscapes, creating value with our financial partners.",2,"This statement refers to a high-level commitment to using sustainable finance for environmental and social impact projects, but does not provide specific numeric targets or a detailed plan.",,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"As at 30 June 2023, 100% of green bond and green loan proceeds have been allocated to green buildings in Hong Kong and Mainland China that meet the eligibility criteria of our sustainable financing frameworks.",5,This statement refers to a detailed plan or roadmap for allocating proceeds from green bonds and loans to sustainable projects.,3.0,"This statement acknowledges progress towards a past commitment, as it mentions that 100% of the proceeds have been allocated as planned.",New_World_Development_Company_Limited_2023_nan_2023_classification.csv,3
New_World_Development_Company_Limited,2023,Social bond proceeds will be allocated to eligible projects in accordance with the terms of the offer documents.,2,This statement refers to a generic or high-level commitment to allocate social bond proceeds to eligible projects.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,3
New_World_Development_Company_Limited,2023,We are committed to managing our impacts on the climate and the changing climate’s impact on our business. Our Climate Change Policy guides how we manage climate-related risks and opportunities in our operations and states our “no coal” commitment. We have received approval of near-term SBTs with the 1.5°C pathway and have committed to SBTi’s Net-Zero Standard.,"4, 6","This statement refers to a net-zero or carbon-neutral target, as it mentions a commitment to the SBTi's Net-Zero Standard. | This statement refers to a science-based or external framework commitment, as it mentions approval of near-term SBTs with the 1.5°C pathway.",,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,2
New_World_Development_Company_Limited,2023,"We have integrated ESG and climate-related risks into the Group’s ERM framework. By embedding climate risks into our robust risk management process, we assess, monitor and manage climate risks through the Group and all BUs.",5,This statement refers to a detailed plan or roadmap for integrating ESG and climate-related risks into the Group's ERM framework.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,2
New_World_Development_Company_Limited,2023,Incorporated key aspects of the Climate Resilience Guideline into Storm surge,2,This statement refers to a high-level commitment to incorporate aspects of a Climate Resilience Guideline.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,2
New_World_Development_Company_Limited,2023,"Increased market valuation due to adoption of Responsible Investment Policy, Climate Change Policy, Sustainable climate resilience measures Procurement Policy and Sustainable Building Policy to standardise implementation",2,This statement refers to a high-level commitment to adopt various policies related to climate change and sustainability.,3.0,This statement acknowledges progress in increasing market valuation due to the adoption of various policies.,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,2
New_World_Development_Company_Limited,2023,Building organisational understanding of laws and regulations (including HKEX climate disclosure obligations) associated with climate-related risks and opportunities for our industry,2,This statement refers to a high-level commitment to build organisational understanding of laws and regulations related to climate change.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,2
New_World_Development_Company_Limited,2023,Commenced development of green transition plan for our company,5,This statement refers to a detailed plan or roadmap for a green transition.,3.0,This statement acknowledges progress in commencing the development of a green transition plan.,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,3
New_World_Development_Company_Limited,2023,"Investigated phase-out of carbon-intensive fossil fuels, such as coal and diesel, in operations by adopting alternative energy sources",5,This statement refers to a detailed plan or roadmap to phase out carbon-intensive fossil fuels.,3.0,This statement acknowledges progress in investigating the phase-out of carbon-intensive fossil fuels.,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,4
New_World_Development_Company_Limited,2023,decarbonisation commitment to reach science-based net zero by 2050.,6,This statement refers to a science-based or external framework commitment to reach net zero by 2050.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,0
New_World_Development_Company_Limited,2023,This medium timeframe aligns with NWD’s net zero commitment and the Paris Agreement.,4,This statement refers to a net-zero or carbon-neutral target aligned with the Paris Agreement.,5.0,This statement refers to an updated or extended commitment to align with the Paris Agreement.,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,0
New_World_Development_Company_Limited,2023,"Located on a prime waterfront site, HKCEC completed the first phase of chiller replacement with seawater-cooled models in FY2022, with the remaining five chillers replaced in FY2023. With this initiative, the 20% increase in system’s energy efficiency is expected to increase by 20% with an annual energy saving energy efficiency of approximately 2.84 million kWh.",3,This statement refers to a specific numeric target for energy efficiency improvement.,3.0,This statement acknowledges progress on a past commitment to replace chillers and improve energy efficiency.,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,4
New_World_Development_Company_Limited,2023,"NWD was one of the first companies to purchase voluntary carbon credits on Core Climate, the international carbon marketplace launched by HKEX in October 2022.",2,This statement refers to a high-level commitment to purchase voluntary carbon credits.,3.0,This statement acknowledges progress on a past commitment to purchase carbon credits.,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,The New World Green Transport Alliance (“NWGTA”) leverages NWD’s property portfolio and strengths in fostering collaboration and building ecosystems to support increased electric vehicle (“EV”) use and reduce vehicular emissions.,2,This statement refers to a high-level commitment to support increased EV use and reduce vehicular emissions.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,3
New_World_Development_Company_Limited,2023,The Alliance will equip the NWD portfolio with more than 100 multi-model EV charging points over three to five years at selected locations.,3,This statement refers to a specific numeric target for installing EV charging points.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,Our SV2030 target is to reduce the water intensity of NWCON by 25% by FY2030 against a FY2015 baseline.,3,This statement refers to a specific numeric target for reducing water intensity.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,Our target is to reduce the waste-to-landfill intensity of NWCON by 15% by FY2030 against a FY2015 baseline.,3,This statement refers to a specific numeric target for reducing waste-to-landfill intensity.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,NWD is committed to minimising the impact of our developments on natural habitats and protecting biodiversity.,2,This statement refers to a high-level commitment to minimize impact on natural habitats and protect biodiversity.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"NWCL is conserving and enhancing the biodiversity of 13 residential communities across the Greater Bay Area, through maintaining or enhancing local species diversity through landscaping, tree planting targets and regular tree surveys, and expanding community planting programmes to encourage greater appreciation of biodiversity and nature.",3,This statement refers to a specific numeric target for tree planting and biodiversity conservation.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"Group Customer Ecosystem Team has conducted our first cross-BU campaign focused on customer wellness in FY2023, extending our health and wellbeing offer for our customers.",2,This statement refers to a high-level commitment to customer wellness.,3.0,This statement acknowledges progress on a past commitment to customer wellness.,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"The continued development of our innovative CSV Lease promotes sustainable lifestyles to our customers, raising awareness and effort towards a more sustainable future.",2,This statement refers to a high-level commitment to promoting sustainable lifestyles.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"In the past three years, NWD has not experienced any cybersecurity breaches. In FY2023, we received no complaints regarding customer privacy, and no customer data leaks, thefts or losses were identified.",,,3.0,This statement acknowledges progress on past commitments to cybersecurity and data privacy.,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"Our data security management systems were certified against the ISO/IEC 27001:2022 Information Security Management Systems standards during FY2023, satisfying international standards for secure data handling.",6,This statement refers to a commitment to an external framework for data security.,3.0,This statement acknowledges progress on a past commitment to data security.,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"Through our PropTech platform, the property-purchase blockchain creates efficiencies for our customers and is an example of our innovative spirit.",2,This statement refers to a high-level commitment to innovation and customer efficiency.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"Our CSV mission, achieving our Scope 3 emissions reduction goals, and demonstrating leading practice in sustainability.",3,"This statement refers to a specific numeric target, which is the Scope 3 emissions reduction goals.",,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,5
New_World_Development_Company_Limited,2023,Collaborating to Reduce Scope 3 Emissions,5,This statement refers to a detailed plan or roadmap to reduce Scope 3 emissions.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,5
New_World_Development_Company_Limited,2023,We continue to enhance our monitoring requirements to further reduce Scope 3 emissions and enhance the sustainable procurement of our construction businesses.,5,This statement refers to a detailed plan or roadmap to reduce Scope 3 emissions and enhance sustainable procurement.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,5
New_World_Development_Company_Limited,2023,"NWD was a founding member of the Sustainable Procurement Charter in 2018, when it was established by the Green Council to promote sustainable procurement in Hong Kong.",,,3.0,"This statement acknowledges progress or achievement of a past commitment, which is the establishment of the Sustainable Procurement Charter.",New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"As of FY2023, NWD continues to meet the Sustainable Procurement Charter Level 3 criteria, demonstrating leading performance.",,,3.0,"This statement acknowledges progress or achievement of a past commitment, which is meeting the Level 3 criteria of the Sustainable Procurement Charter.",New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"NWD has made public commitments to express our support for diversity and inclusion. We endorsed the UN Women’s Empowerment Principles in 2020 and are a signatory to the Racial Diversity and Inclusion Charter for Employers, which is governed by Hong Kong’s Equal Opportunities Commission.",2,"This statement refers to a high-level commitment to diversity and inclusion, but does not provide specific numeric targets or a detailed plan.",3.0,The company acknowledges progress on their commitment to diversity and inclusion by mentioning their endorsement of the UN Women’s Empowerment Principles and signing of the Racial Diversity and Inclusion Charter.,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"Female Board member representation exceeded our 30% target during FY2023, increasing to 35.3%.",3,This statement refers to a specific numeric target for female representation on the board.,3.0,The company acknowledges progress on their commitment to gender diversity by exceeding their target for female board representation.,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"Five senior leaders from across the Group were members of the Male Allies Initiative during the 2022–2023 cycle, The Initiative is convened by The Women’s Foundation to advance workplace gender diversity and support women in decision-making roles.",2,"This statement refers to a high-level commitment to gender diversity and supporting women in decision-making roles, but does not provide specific numeric targets or a detailed plan.",3.0,The company acknowledges progress on their commitment to gender diversity by mentioning their participation in the Male Allies Initiative.,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"The safety of our employees is our number one priority, and we endeavour to always provide a safe and healthy work environment. In FY2023, the Group recorded a Lost-time Injury Rate (per 100 employees) (“LTIR”) of 0.3 within the reporting scope. We are fully committed to achieving zero fatalities at our workplace.",4,This statement refers to a net-zero target for workplace fatalities.,3.0,The company acknowledges progress on their commitment to employee safety by reporting a low Lost-time Injury Rate.,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"Acting on feedback from our FY2022 Employee Satisfaction Survey, we launched the Family Care for Good initiative in July 2022 as a three-month pilot programme to explore new approaches to work arrangements.",5,This statement refers to a detailed plan or roadmap for improving work arrangements based on employee feedback.,5.0,The company mentions an updated commitment to employee satisfaction by launching a new initiative based on feedback from a previous survey.,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,New World Build for Good is our not-for-profit social housing enterprise working to address the housing affordability challenge in Hong Kong.,2,This statement refers to a high-level commitment to address housing affordability in Hong Kong.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"New World Build for Good is developing Hong Kong’s first ever not-for-profit privately subsidised housing project, which aims to build and sell around 300 flats at a below-market price to assist young families in purchasing an affordable home.",3,This statement refers to a specific numeric target of building and selling around 300 flats at a below-market price.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"Four transitional housing projects are now in different planning and construction phases and will create approximately 3,000 affordable units on land donated by NWD to the HKSAR Government.",3,"This statement refers to a specific numeric target of creating approximately 3,000 affordable units.",,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,NWD will continue to collaborate with NGOs and government to improve housing opportunities.,2,This statement refers to a high-level commitment to improve housing opportunities through collaboration with NGOs and government.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"Through the New World Springboard programme, over 1,200 students from under-resourced families have benefitted from professional sports training, life skills and career planning advice since 2012.",,,3.0,"This statement acknowledges progress of a past commitment, with over 1,200 students having benefitted from the New World Springboard programme since 2012.",New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,We support the HKSAR Government’s Strive and Rise Programme promoting upward mobility of teenagers and addressing intergenerational poverty.,2,This statement refers to a high-level commitment to support the Strive and Rise Programme.,,,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"During the year, New World Facilities Management (“NWFM”) participated in the Business-School Partnership Programme (“BSPP”), an initiative of the Hong Kong Education Bureau, to encourage students to consider a career in facilities management.",,,3.0,"This statement acknowledges progress of a past commitment, with NWFM having participated in the BSPP during the year.",New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,Our SV2030 targets were developed and announced in FY2018 to demonstrate our ambition and commitment to sustainable development.,2,This statement refers to a high-level commitment made by the company towards sustainable development.,3.0,"The company acknowledges progress towards their SV2030 targets, which were set in the past.",New_World_Development_Company_Limited_2023_nan_2023_classification.csv,1
New_World_Development_Company_Limited,2023,"Due to the disposal of NWCON effective FY2023, and reclassification of NWDS and NWSH as investments contributing to Scope 3 emissions, we are updating our SV2030 targets with improved scoping methodology to better reflect our current business activities, which we aim to disclose and report from FY2024 onwards.",5,The company is detailing a plan to update their SV2030 targets to better reflect their current business activities.,5.0,The company is updating and extending their past commitments (SV2030 targets) to better align with their current business activities.,New_World_Development_Company_Limited_2023_nan_2023_classification.csv,5
Kilroy_Reality,2015,GOAL: 10% REDUCTION,3,This is a specific numeric target for future reduction of energy consumption.,,,Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,ACHIEVED: 11.3% REDUCTION,,,3.0,This refers to a past commitment that has been achieved.,Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,Completed final Demand Response testing for 2.2 million square feet of space,2,This is a high-level commitment to complete testing for energy efficiency.,,,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,Completed 1 million square feet of ASHRAE Level II energy audits,2,This is a high-level commitment to complete energy audits.,,,Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,Completed 1.8 million square feet of retrocommissioning,2,This is a high-level commitment to complete retrocommissioning for energy efficiency.,,,Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,Our total estimated financial investment in energy efficiency improvements in the existing portfolio totaled approximately $6.7 million.,5,This is a detailed plan or roadmap for investing in energy efficiency improvements.,,,Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,"The 201 Third Street Fan Wall project cost approximately $960,000 to implement. The building expects a 20% yearly savings on electricity/energy usage.",5,This is a detailed plan or roadmap for implementing an energy efficiency project and expecting future savings.,,,Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,"Achieved a 8.9% reduction in water use from 2014 levels, an impressive achievement, bringing our total reduction from 2012 levels to 10%.",,,3.0,This statement acknowledges progress towards a past commitment.,Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,"Completed a major turf removal project in Long Beach that resulted in a savings of over 3 million gallons from 2014 levels, a 13% reduction in campus consumption overall",,,3.0,This statement acknowledges progress towards a past commitment.,Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,Completed a major irrigation retrofit in 11 San Diego buildings resulting in another 3 million gallon annual savings and an 18% reduction in overall consumption,,,3.0,This statement acknowledges progress towards a past commitment.,Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,Became the first commercial installers in California to specify extremely low flow 1.1 gpf toilets in addition to waterless urinals in our development projects.,2,This statement indicates a generic/high-level commitment to future sustainability efforts.,,,Kilroy_Reality_2015_nan_2015_classification.csv,3
Kilroy_Reality,2015,"Our total estimated financial investment in water efficiency improvements in the existing portfolio totaled approximately $900,000.",,,3.0,This statement acknowledges progress towards a past commitment.,Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,NEW GOAL: 75% DIVERSION,3,This statement sets a specific numeric target for future commitments.,,,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,EV Charging stations installed at every new development project,2,This statement indicates a generic/high-level commitment to future sustainability efforts.,,,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,"Our main challenge is keeping up with increased tenant demand for charging stations, as installations can be costly. We address this challenge by installing the electrical infrastructure to accommodate future stations during the first charging installation on a property.",5,This statement outlines a detailed plan or roadmap for future commitments.,,,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,100% of new leases contain green language,2,This statement indicates a generic/high-level commitment to future sustainability efforts.,,,Kilroy_Reality_2015_nan_2015_classification.csv,3
Kilroy_Reality,2015,We participate in 100% of ENERGY STAR competitions and regional competitions where appropriate,6,This statement indicates a commitment to an external framework.,,,Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,"Sustainability efforts contributed to an overall energy reduction of 2% in 2015, and the campus’s first ENERGY STAR certification.",3,"This statement refers to a specific numeric target achieved in the past, which is a 2% reduction in energy use.",3.0,"This statement acknowledges progress or achievement of past commitments, specifically the achievement of the campus's first ENERGY STAR certification.",Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,"The goal for all Kilroy Realty ground-up new development has been at least LEED Gold since the launch of our sustainability programs in 2010. Since then, 100% of ground up development has earned LEED Gold.",3,"This statement refers to a specific numeric target for future commitments, which is achieving at least LEED Gold for all new developments.",3.0,"This statement acknowledges progress or achievement of past commitments, specifically that 100% of ground up development has earned LEED Gold since 2010.",Kilroy_Reality_2015_nan_2015_classification.csv,3
Kilroy_Reality,2015,"At end of year 2015, 47% of our portfolio had achieved LEED certification, and we have an additional 8 projects, across 22 buildings and 3.3 million square feet, registered for certification.",3,"This statement refers to a specific numeric target for future commitments, which is achieving LEED certification for an additional 8 projects.",3.0,"This statement acknowledges progress or achievement of past commitments, specifically that 47% of the portfolio had achieved LEED certification by the end of 2015.",Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,"We continued working towards the LEED Platinum certifications for 350 Mission and 333 Brannan, both in San Francisco, and expect the certifications in Q1 2016.",3,"This statement refers to a specific numeric target for future commitments, which is achieving LEED Platinum certifications for 350 Mission and 333 Brannan.",2.0,"This statement mentions a past commitment, but the status is unknown.",Kilroy_Reality_2015_nan_2015_classification.csv,3
Kilroy_Reality,2015,"Our One Paseo project, for example, has reduced the size of the development plan in response to community feedback.",,,3.0,This statement refers to a past commitment where the company has made progress by reducing the size of the development plan.,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,Our One Paseo project team averted a ballot measure by reaching agreements with both the community groups and shopping center owner that led to a redesign of the project where we dropped the square footage from about 1.4M to 1.1M in order to limit the traffic trips.,,,3.0,This statement refers to a past commitment where the company has made progress by reaching agreements with community groups and shopping center owner.,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,"One Paseo, targeting LEED for Neighborhood Development",3,"This statement refers to a specific numeric target for the One Paseo project, which is to achieve LEED for Neighborhood Development.",,,Kilroy_Reality_2015_nan_2015_classification.csv,3
Kilroy_Reality,2015,"Flower Mart, targeting LEED Platinum",3,"This statement refers to a specific numeric target for the Flower Mart project, which is to achieve LEED Platinum.",,,Kilroy_Reality_2015_nan_2015_classification.csv,3
Kilroy_Reality,2015,"Columbia Square, office buildings targeting LEED Gold, residential tower targeting WELL Gold",3,"This statement refers to specific numeric targets for the Columbia Square project, which are to achieve LEED Gold for office buildings and WELL Gold for the residential tower.",,,Kilroy_Reality_2015_nan_2015_classification.csv,3
Kilroy_Reality,2015,The campus completed its LEED Master Site certification in 2014 and the office buildings are anticipated to achieve their LEED certifications in 2016.,3,"This statement refers to a specific numeric target for the campus, which is to achieve LEED certification for the office buildings in 2016.",3.0,This statement refers to a past commitment where the company has made progress by completing its LEED Master Site certification in 2014.,Kilroy_Reality_2015_nan_2015_classification.csv,3
Kilroy_Reality,2015,We will continue to be as aggressive as possible in minimizing our company’s impact on the environment and human health in the coming years.,2,This statement shows a generic/high-level commitment to minimizing the company's environmental impact in the future.,,,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,"We manage rising costs for energy and water through our efficiency programs to protect our tenants, but it is possible that as a result of climate change these costs could increase faster than we can reduce our energy and water use.",5,This statement refers to a detailed plan or roadmap for managing rising costs for energy and water through efficiency programs.,,,Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,We are actively pursuing aggressive water reduction projects to mitigate this risk.,3,This statement refers to a specific numeric target for water reduction projects.,,,Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,"We believe we are ahead of our peers in anticipating new energy regulations; for example, because we were prepared, complying with AB 1103 was less burdensome for us than certain competitors, as it will be for AB 802 when that goes into effect.",,,3.0,This statement acknowledges progress/achievement in anticipating and complying with new energy regulations.,Kilroy_Reality_2015_nan_2015_classification.csv,4
Kilroy_Reality,2015,"We subscribe to the precautionary principle, which we interpret by assuming that the construction and management of our buildings has the potential to threaten the environment and building occupants.",2,This statement shows a generic/high-level commitment to the precautionary principle in the company's construction and management practices.,,,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,"Our ability to anticipate, mitigate and prevent impacts from climate change is determined by the strength of our internal governance efforts, across all departments.",2,"This statement shows a generic/high-level commitment to anticipating, mitigating, and preventing impacts from climate change.",,,Kilroy_Reality_2015_nan_2015_classification.csv,2
Kilroy_Reality,2015,Our expanded resilience strategy involves five steps: — Identify: Perform Risk Assessment and Identify Interdependencies – Complete — Analyze: Perform Business Impact Analysis – Target completion Q1 2016 — Develop: Select Recovery Strategies – Target completion Q1 2016 — Implement: Implement Updated Business,5,This statement refers to a detailed plan or roadmap for expanding the company's resilience strategy.,,,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,"In addition, by committing to sustainable building, we have experienced expedited approvals and community support.",2,"This statement refers to a high-level commitment to sustainable building, but does not provide specific numeric targets or a detailed plan.",,,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,"We are participating in USGBC-LA’s steering committee on Building Resilience-LA. This is an innovative program to make buildings, organizations and communities ready for disasters in ways that make life better today.",2,"This statement refers to a high-level commitment to participate in a program focused on building resilience, but does not provide specific numeric targets or a detailed plan.",,,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,"Its first initiative is to develop a “Building Resilience Guide for Facilities,” which will launch at Greenbuild 2016. We represent the commercial real estate owner’s voice on the steering committee and plan to expand our resilience programs based on this guidance.",5,This statement refers to a detailed plan to expand resilience programs based on the guidance from the Building Resilience Guide for Facilities.,,,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,We will consider individual requests for job-related tuition reimbursement from employees who have completed at least one year of continuous service.,2,"This statement refers to a high-level commitment to consider tuition reimbursement for employees, but does not provide specific numeric targets or a detailed plan.",,,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,In 2015 we solidified our Health & Wellness program as a result of increasing scientific research12 that has linked health and productivity to the built environment.,,,3.0,This statement acknowledges progress in solidifying the Health & Wellness program in 2015.,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,"We are proud to be pursuing WELL certification on one of the first two WELL residential high rise buildings in the US, at Hollywood Proper (the Columbia Square Residential Tower), targeting completion in June 2016. Also, The Exchange on Sixteenth in San Francisco is one of the first projects to be pursuing WELL Ready certification on a Core & Shell building, and we expect to earn that certification in 2017.","3, 5","This statement refers to specific numeric targets for achieving WELL certification on two projects, with expected completion dates. | The statement also outlines a detailed plan or roadmap for achieving these certifications.",,,Kilroy_Reality_2015_nan_2015_classification.csv,3
Kilroy_Reality,2015,"To verify the quality of our indoor air, we had 11 buildings (out of our total 101 buildings, 8.1% of stabilized portfolio by square footage) go through extensive IAQ testing in San Diego and San Francisco with Healthy Buildings in accordance with LEED procedures for verifying indoor air quality.",,,3.0,"This statement acknowledges progress or achievement of past commitments, specifically the completion of indoor air quality testing in 11 buildings.",Kilroy_Reality_2015_nan_2015_classification.csv,3
Kilroy_Reality,2015,"The building gave out gift cards to Sports Authority to the winners, and looks forward to similar initiatives in 2016.",2,This statement refers to a generic or high-level commitment to continue similar initiatives in the future.,,,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,"Our goal is to deliver a steady stream of high quality, adaptable and productive work environments for the wide range of industries attracted to the vibrant economic centers on the West Coast of the United States.",2,"This statement refers to a generic or high-level commitment to deliver high quality, adaptable and productive work environments.",,,Kilroy_Reality_2015_nan_2015_classification.csv,1
Kilroy_Reality,2015,G4-EC2 Financial implications and other risks 53-55 72-75 for the organization's activities due to climate change.,2,This statement refers to a high-level commitment to understanding and addressing the financial implications and risks associated with climate change.,,,Kilroy_Reality_2015_nan_2015_classification.csv,2
Kilroy_Reality,2015,G4-EN6 Reduction of energy consumption. 18 72-75,3,This statement refers to a specific numeric target of reducing energy consumption.,,,Kilroy_Reality_2015_nan_2015_classification.csv,4
